x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499
88,1,30,1,19,1980,6,3692,29,3543,28,7,22,91,6,124,7,18,55,43,12,9,112,2,408,120,17,49,30,1,19,2002,6,3653,7,22,1980,6,641,6,522,7,624,7,9,112,2,408,120,17,176,6,463,7,338,1,60,15,2002,23,85,1,112,2,408,120,17,176,6,429,7,57,1,40,143,557,404,2121,26,53,1,683,15,188,87,1,143,3104,1,98,787,430,503,470,1,106,80,1,180,9,591,118,1,257,183,1,821,6,14,1,819,7,827,1,825,98,787,430,503,744,557,177,143,41,132,898,666,235,390,25,1953,31,666,1731,86,330,572,1350,557,1,428,1331,375,1,2406,361,408,2,17,98,787,430,503,607,666,658,471,8,572,21,222,723,1004,2720,21,256,1604,35,713,2195,2231,11,419,1,61,406,1098,458,103,12,1321,8,4395,4022,21,1398,210,1503,20,996,35,5,497,3,240,614,730,98,787,430,503,98,35,1972,2182,63,1925,271,8,63,3642,514,11,139,430,33,8,150,5,269,13,645,11,5,313,1715,954,3,2,38,1715,514,11,139,4,134,59,221,22,5,271,139,430,339,644,1070,4,59,2507,35,102,1679,10,269,21,126,12,5,2,5,169,3017,35,1972,3,317,139,339,644,2,3367,59,47,862,8,189,13,1246,2653,802,8,1444,2954,2,4399,10,4528,2,51,364,51,507,1246,2575,3,361,408,2,17,2,602,1204,79,240,614,730,607,666,658,471,8,572,21,222,723,529,31,1798,27,77,1714,4,341,1002,4,10,5,40,26,1195,8,5,607,451,263,162,51,5,607,21,222,723,3,693,213,47,393,8,115,13,58,181,5,304,2057,90,12,5,306,3,361,408,2,17,2,1204,79,240,614,730,1004,2720,21,3211,90,1807,74,11,162,1118,269,1150,2720,21,2,51,5,169,2668,8,1572,1491,380,162,18,2315,491,3,337,48,21,10,59,47,74,22,307,31,454,2,18,5,11,2,134,13,3,41,1777,59,47,51,63,1004,2882,1754,3,361,408,2,17,2,602,1204,79,240,614,730,256,1604,35,713,4615,666,10,4976,48,13,2598,8,5,493,692,18,713,1604,3322,2,1292,8,936,3,814,2,528,2,1132,64,1226,9,1306,2,3717,2688,10,1306,48,5,11,13,169,33,187,1436,13,501,11,713,1604,3322,1475,5,651,2,41,222,723,675,1815,1972
30,1,19,6,29,28,7,22,91,6,124,7,18,55,43,12,9,101,2,228,120,17,49,30,1,19,6,29,28,7,22,6,7,18,55,43,12,9,101,2,228,120,17,111,30,1,19,1234,6,1234,29,72,28,7,22,6,96,7,18,55,43,9,101,2,228,120,17,111,6,192,7,53,1,40,26,57,1,40,26,226,1,40,26,87,1,3940,1546,1,2297,470,1,106,3449,1,208,9,591,118,1,257,183,1,1819,444,1,133,1,60,15,23,85,1,101,2,228,120,17,111,6,192,7,1,8,47,2410,1,61,838,2,1211,6,2,532,121,2,2,2,3095,2,2,4029,7,3179,79,194,2892,2029,361,228,2,17,3179,1154,2994,1,2320,12,3545,159,3940,34,14,1,2,34,526,486,3131,79,11,4588,86,3,3281,39,2297,39,3940,3447,32,39,2149,99,3,2339,353,39,1032,2824,3017,39,39,3538,1,596,11,5,306,39,660,1,4999,32,635,39,3538,939,1,98,11,1450,3508,23,23,1376,60,60,441,3545,159,3940,34,272,13,3545,159,3940,1495,33,27,551,8,1672,10,3,6,1216,7,2297,3,1240,4730,19,2892,8,678,654,501,3,2297,4681,189,401,52,3,790,1601,4504,3,99,2528,8,4796,1911,58,1,14,1,2,34,3179,79,444,3029,465,20,225,2297,2497,2,3494,5,2,44,31,1131,8,427,58,5,2446,4245,11,5,1754,2,47,44,13,2699,2,609,2,46,2706,3,75,2446,4245,65,47,21,5,377,11,46,4245,51,27,5,619,21,1454,31,3,178,114,619,2,38,4245,27,2076,8,47,3,423,11,5,3766,27,260,38,4245,1131,1186,13,471,11,2936,10,44,27,702,1718,8,600,66,127,35,5,1102,319,13,1187,535,175,44,27,8,1266,63,105,866,204,1463,2938,3,240,5,1284,1546,58,1,14,1,2,3102,13,3940,1546,11,32,293,34,661,61,198,44,21,34,100,213,1957,44,35,71,132,267,2,10,93,213,1155,20,21,71,891,4799,12,204,3,1589,32,1546,116,1,14,1,2,2025,38,1546,34,44,34,677,200,58,1423,1,891,15,3179,3940,345,79,444,3029,423,11,5,3766,3940,90,157,27,33,1105,56,1378,13,794,11,2837,2,10,8,3940,19,5,2214,11,27,163,551,3,795,48,4282,10,5,48,775,260,154,290,888,4574,35,3,252,116,12,5,443,1546,1,14,1
57,15,81,54,305,17,88,1,130,1,745,15,2859,30,1,19,45,6,45,29,72,28,7,22,2834,6,96,7,18,55,43,12,9,81,2,305,54,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,745,15,45,6,138,7,9,81,2,305,54,17,49,6,84,7,30,1,19,6,29,28,7,22,91,6,124,7,18,123,43,12,9,81,2,305,54,17,49,1,15,30,1,19,29,28,22,18,1775,9,305,54,17,282,4358,1,15,1,15,30,1,6,1,7,9,305,54,17,282,30,1,6,565,563,19,501,7,9,305,54,17,282,30,1,19,492,6,7,22,18,1654,9,305,54,17,282,30,1,19,492,6,886,7,6,7,22,18,123,9,305,54,17,282,30,1,19,29,28,6,7,22,18,1194,6,1057,24,250,7,43,12,15,9,81,2,305,54,17,49,133,1,60,15,23,183,1,4204,29,739,28,6,9,36,7,1,739,53,1,40,15,26,57,1,1,151,1,106,1,110,15,9,440,15,130,1,350,110,15,519,1,459,778,1,85,1,81,2,305,54,17,49,87,1,29,28,1,226,1,15,80,1,208,9,591,118,1,483,1902,1,19,360,8,483,22,91,43,1435,1,203,2,2853,2,2,2,2,2,2,4400,1492,1,1909,750,349,2,17,1909,504,31,903,1,35,32,273,210,2,204,172,6,2219,278,19,5,7,134,59,3335,20,8,5,1352,58,32,454,9,119,20,115,13,61,634,95,2,507,8,231,119,5,1352,35,20,3,769,263,47,1153,12,58,776,766,19,5,126,11,2296,3,1909,1909,1482,8,1800,2,4861,2,95,2,1529,2,2,2,95,2,1800,2,2502,2,2,2,3247,2,95,2,10,12,38,326,6,3,7,3,1711,326,36,5,1238,134,259,1774,8,56,634,82,9,44,27,2,21,937,2,63,2264,1238,4288,22,13,40,26,3,12,114,38,172,56,3,1909,1909,2,2,353,1909,1119,3659,8,5,758,1,14,1,178,5,3849,2,5,610,4315,27,33,223,27,3938,40,2151,3136,95,2117,26,1,14,1,34,14,1,34,52,52,52,52,52,103,2355,134,636,1594,8,3,90,157,634,432,5,11,3856,1,14,1,14,1,34,64,640,9,64,9,64,837,9,41,82,735,2,4753,2,95,6,61
88,1,30,1,19,2155,6,759,29,2158,28,7,22,91,6,124,7,18,123,43,12,9,112,2,199,120,17,49,183,1,1961,132,1866,85,1,81,2,262,120,17,258,87,1,29,280,512,339,28,53,1,1164,15,188,57,1,280,512,339,778,1,883,1,2045,1,2188,1,2154,1,280,226,1,15,759,382,1,15,759,133,1,151,1,106,80,1,180,9,828,519,1,459,60,25,4,791,70,2125,1,1352,6,14,1,2525,7,9,1,24,1987,9,1,24,309,9,1,24,9,1,24,2022,9,1,24,3594,9,1,24,1987,9,1,24,2022,69,13,1,291,70,449,1,24,9,671,1,370,9,211,1,174,69,13,1,1334,70,449,1,24,309,9,671,1,370,9,211,1,174,69,13,1,1153,70,129,1,24,309,9,671,1,334,69,13,1,253,70,129,1,24,3685,9,671,1,334,69,2095,70,923,1,24,3594,9,933,1,24,2022,450,227,9,942,1,24,1987,450,227,9,941,1,24,2022,450,227,9,931,1,24,1987,450,227,9,449,1,24,3685,9,951,1,981,1012,388,2,927,388,2,494,2,407,9,958,1,2004,9,957,1,174,69,70,923,1,24,3594,9,933,1,24,2022,450,227,9,942,1,24,1987,450,227,9,941,1,24,2022,450,227,9,931,1,24,1987,450,227,9,449,1,24,3685,9,951,1,981,1012,388,2,927,388,2,494,2,407,9,958,1,9,957,1,174,69,2187,70,923,1,24,3594,9,933,1,24,2022,478,227,9,942,1,24,1987,478,227,9,941,1,24,2022,478,227,9,931,1,24,1987,478,227,9,449,1,24,3685,9,951,1,981,1012,388,2,927,388,2,494,2,407,9,958,1,771,9,957,1,327,9,2015,1,954,69,2193,70,214,1,1699,9,164,1,1056,2,1183,2,407,69,4,23,280,512,339,738,638,8,3918,10,8,738,8,109,2,132,1983,2,2,10,66,35,32,269,46,2802,738,1262,3,391,3738,21,269,2,41,222,723,675,2,10,35,4212,3,387,265,18,1132,64,1226,9,2,5,244,3025,304,3918,12,32,269,3,8,13,2,251,746,32,1104,737,3,280,31,753,8,8,817,27,163,1037,168,3,1397,5,385,182,402,2,1368,156,5,168,3,963,33,2,1145,8,1275,600,21,13,155,142,2,21,13,535,11,1084,21,89,3
88,1,30,1,19,1507,6,2768,29,2820,28,7,22,91,6,124,7,18,55,43,12,9,113,2,341,120,17,49,30,1,19,2034,6,3638,7,22,1507,6,641,6,522,7,624,7,9,113,2,341,120,17,176,6,463,7,338,1,60,15,2034,23,85,1,113,2,341,120,17,176,6,429,7,57,1,375,256,876,650,53,1,683,15,188,87,1,1913,59,4366,6,256,876,7,470,1,106,80,1,180,9,591,118,1,257,183,1,821,6,14,1,819,7,827,1,825,256,876,650,441,341,2,17,1024,4969,1913,59,4366,4,10,866,2167,2,2167,2,20,1524,286,312,77,1239,3,36,184,946,33,98,26,295,65,47,13,820,1759,3,1913,34,2510,3,661,34,1990,864,3,661,20,1250,78,47,1312,108,19,916,284,19,375,351,1,592,936,98,139,477,3782,201,31,1704,210,1445,13,3873,4441,3353,5,4905,35,95,8,713,4096,1398,2394,529,2366,311,384,1318,351,31,3495,712,814,814,2290,858,2631,10,33,1350,6,121,1303,11,162,3375,7,187,47,38,307,3,75,172,1111,814,31,392,21,497,2,117,5,4768,27,61,4693,21,5,914,516,2,2685,1554,4557,31,105,13,66,4886,4515,3,240,5,443,956,41,102,514,11,31,609,498,27,8,545,5,610,1744,11,202,19,2,10,1686,2369,2,51,364,51,98,139,4924,887,1110,38,307,3,66,569,1272,175,523,2,887,1456,781,389,12,4085,31,430,10,814,31,4520,3,240,5,443,956,887,249,472,343,1503,1,12,178,5,906,11,1398,210,2,5,712,27,78,32,2540,2763,1,128,31,5,2289,21,5,1503,3,1318,725,1946,476,126,194,5,4195,1840,11,2308,210,1503,33,48,18,2,1648,2,10,4670,3,391,13,1161,2,149,454,92,1596,21,1688,149,259,513,536,371,5,616,27,1417,3,510,1134,1559,3,240,5,4195,1840,2246,1903,8,5,323,18,202,297,78,140,1111,21,202,51,932,585,451,8,1812,3,53,235,20,3916,967,202,442,457,175,139,2,5,1873,10,11,1138,3,240,5,443,956,609,13,1206,3440,317,162,609,2,529,27,2472,230,4341,3,41,48,4979,1,2,92,8,4379,2,318,6,986,13,2177,4146,4560,7,2,2,10,1737,2,10,1315,529,1265,3,340,1800,4691,529,31,3709,172,47,336,66,175,5,1190,3,240,5,443,956,103,2583,18
88,1,15,4220,1010,1,201,37,349,17,88,1,30,1,19,45,6,1234,29,72,28,7,22,2746,6,124,7,18,55,43,12,9,201,2,349,37,17,111,30,1,19,1379,29,2944,28,22,45,18,190,6,137,7,12,1077,15,45,6,138,7,9,201,2,349,37,17,111,6,192,7,30,1,19,687,6,1639,29,1655,28,7,22,2969,6,1657,3066,7,18,1619,9,104,2,422,37,17,258,3046,1,2958,2948,2515,30,1,19,687,6,1639,29,1655,28,7,22,687,6,1657,3012,7,18,1619,9,104,2,422,37,17,258,30,1,19,687,6,45,29,72,28,7,22,1234,6,96,7,18,55,43,12,9,104,2,422,37,17,258,6,599,7,3053,1,15,4220,2965,1,3014,1,3060,1,838,3067,1,2,2,2,3095,2,3892,2,30,1,19,4220,6,4220,29,28,7,22,687,6,96,7,18,55,43,12,9,104,2,422,37,17,258,6,599,7,30,1,19,22,4220,18,763,6,1057,24,86,7,43,12,2451,15,1379,9,104,2,422,37,17,176,1661,1,2127,118,1,1348,80,1,208,151,1,106,183,1,765,1,6,9,9,103,9,9,7,85,1,196,2,500,37,17,57,1,40,3944,26,53,1,2451,15,1379,87,1,3944,2,31,2,1756,4099,1,1,133,1,1,75,82,1120,8,1621,2306,2,165,539,44,18,114,2306,458,1,4330,39,4220,1,3005,1416,39,1379,1,39,29,28,415,29,28,1,382,1526,1416,39,4220,918,1,694,1115,1,1083,1,1086,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,1271,3111,1235,17,16,2,2014,52,3469,2088,25,25,14,1,34,64,2083,9,64,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,2680,2,620,422,17,4901,3944,39,178,121,103,1213,25,35,39,4901,4911,25,100,48,1023,18,71,945,496,3,3042,8,13,22,71,102,2311,2,93,56,1548,13,431,616,11,2179,3,100,48,889,35,19,13,3346,3,94,20,48,726,204,2,117,61,77,11,32,2,93,3311,3,100,213,546,8,115,392,8,443,51,973,51,879,3,53,658
57,15,3686,104,54,209,17,88,1,130,1,745,15,2859,30,1,19,45,6,45,29,72,28,7,22,2834,6,96,7,18,55,43,12,9,104,2,209,54,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,745,15,45,6,138,7,9,104,2,2500,54,17,49,6,84,7,30,1,19,3686,6,29,28,7,22,91,6,124,7,18,55,43,12,9,104,2,209,54,17,49,30,1,19,273,1780,245,22,3686,18,98,890,9,104,2,209,54,17,176,133,1,4099,1,15,3686,226,1,40,423,2042,2278,26,57,1,40,26,53,1,40,423,2042,2278,26,87,1,1563,1,2024,25,36,424,102,116,3,85,1,104,2,209,54,17,176,151,1,106,1289,1,770,444,98,788,1129,1,2500,54,17,6,925,7,915,29,28,80,1,699,9,530,26,4,4,26,75,27,13,930,160,21,765,489,3,4,4,4,80,1,208,9,152,26,236,26,118,1,360,100,8,2374,38,160,8,20,18,815,3,42,1030,2,32,155,270,224,61,389,1084,3,42,212,221,8,32,352,3755,12,38,657,10,322,32,352,42,8,40,3606,141,26,3,14,1,2436,4571,4,4,4,80,1,180,9,152,26,236,26,118,1,360,3457,3500,3465,2,2,2,2,2,42,70,129,1,24,524,9,69,70,129,1,24,9,69,2,2,1,253,70,129,1,24,2420,9,69,2,70,129,1,24,9,69,70,129,1,24,9,69,2,1,253,2,70,129,1,24,9,69,2,2,70,129,1,24,9,69,2,2,2,70,129,1,24,9,69,70,129,1,24,1259,9,69,2,1,253,2,2,2,2,42,70,129,1,24,309,9,69,70,129,1,24,9,69,3457,12,3465,3457,3500,3465,70,241,1,24,524,9,69,70,241,1,24,9,69,70,241,1,24,2420,9,69,70,241,1,24,9,69,70,241,1,24,9,69,2,24,70,241,1,24,9,69,70,241,1,24,9,69,70,241,1,24,9,69,70,241,1,24,9,69,70,241,1,24,9,69,70,241,1,24,9,69,70,241,1,24,9,69,70,241,1,24,9,69,222,926,35,423,2042,42,2278,2024,25,36,424,102,116,3,179,3615,3615,8,382,716,926,107,21,42,2905,50,50,57,1,100,3591,13,437,264,13,1311,3,693,426,42
88,1,1034,15,718,1010,1,101,37,305,17,88,1,30,1,19,6,29,28,7,22,718,6,1842,16,1341,1,1690,16,7,18,55,43,12,9,101,2,305,37,17,258,6,599,7,30,1,19,6,29,28,7,22,6,96,7,18,123,43,12,9,101,2,305,37,17,176,6,429,7,1,1,1199,1393,57,1,40,26,53,1,87,1,1199,1393,85,1,101,2,305,37,17,176,338,1,60,16,16,15,23,151,1,106,80,1,208,9,152,26,236,26,118,1,257,183,1,98,1505,12,784,477,1490,1,1489,1,1499,1,160,732,1,174,4511,1,174,1726,1,770,444,98,788,2137,1460,1,22,1645,6,14,1,1615,7,918,1,1448,1115,1,1083,1,1086,1,250,19,39,21,32,1042,68,6,1260,7,95,22,64,6,2848,1393,7,6,7,6,1062,3271,7,14,1,1783,34,6,1260,7,3,22,3472,6,1393,7,6,7,6,1062,3271,7,14,1,1783,34,6,1260,7,22,3472,6,1393,7,6,7,6,1062,3271,7,14,1,1783,34,6,1260,7,41,22,6,2848,1393,7,6,7,6,1062,860,7,14,1,1783,34,6,1260,7,1213,1393,22,4586,6,2759,22,10,7,6,2848,1393,7,6,7,6,1062,3271,7,14,1,1783,34,6,1260,7,24,250,1,178,11,22,6,22,7,6,2848,1393,7,6,7,6,1062,3271,7,14,1,1783,34,6,1260,7,11,22,10,6,4335,1393,7,6,7,6,1062,860,7,14,1,1783,34,6,1260,7,41,1630,22,6,4335,1393,7,6,7,6,1062,1182,7,14,1,1783,34,6,1260,7,1213,24,86,22,6,1393,7,6,7,6,1062,860,7,14,1,1783,34,6,1260,7,22,6,2848,1393,7,6,7,6,1062,3271,7,14,1,1783,34,6,1260,7,58,22,2,6,2848,1393,7,6,7,6,1062,860,7,14,1,1783,34,6,1260,7,128,8,22,6,2848,1393,7,6,7,6,1062,7,14,1,1783,34,173,511,271,27,95,3,94,20,187,167,8,47,368,19,38,110,2,165,2355,230,5,425,267,10,3898,264,5,40,2896,32,511,26,291,35,32,40,89,3898,439,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,30,1,19,3206,6,29,28,7,22,91,6,124,7,18,55,43,12,9,104,2,279,120,17,49,30,1,19,3037,6,7,22,3206,6,641,6,522,7,624,7,9,101,2,276,120,17,176,6,463,7,338,1,60,15,3037,23,85,1,101,2,276,120,17,176,6,429,7,57,1,143,2478,665,1199,586,53,1,683,15,188,87,1,2357,1,5,195,713,1249,470,1,106,80,1,180,9,591,118,1,257,183,1,821,6,14,1,819,7,827,1,825,143,2478,665,586,1306,177,143,41,132,361,276,2,17,2357,1,5,195,713,1249,2048,324,2357,48,1604,21,3582,4,1860,1306,428,428,121,1132,64,1226,9,1306,2679,2357,428,121,2357,428,121,3717,1306,2679,2357,177,428,738,643,711,738,1764,1471,385,307,31,2556,230,3,166,1,31,102,738,817,1262,166,41,2885,107,102,4074,769,487,738,64,1452,86,3,4138,3699,2885,107,99,3,6,4823,7,107,3,4162,121,3,3935,570,77,244,487,2357,1,5,195,713,1249,178,5,315,12,13,102,654,117,76,78,261,967,8,505,13,46,1777,46,181,442,5,323,498,34,203,4,507,74,71,102,497,1455,8,275,5,654,33,32,502,2605,10,999,3,240,5,777,2048,41,1195,8,5,442,204,1590,2,357,51,63,4359,2252,3,589,38,5,654,11,5,1525,12,245,34,240,5,625,79,479,610,597,324,2357,48,1604,21,3582,4,1860,181,156,48,2579,35,194,35,5,195,2110,11,5,1934,34,479,74,5,244,637,595,182,110,19,71,4793,267,21,3,570,5,110,898,666,235,9,2362,32,1099,184,143,557,1,428,1331,35,5,306,11,416,555,13,701,20,1136,2,18,66,175,86,330,4575,375,1,75,416,2633,90,259,743,11,98,1158,2989,95,2038,1731,1,1778,31,249,2,5,41,155,142,12,32,285,27,683,15,188,568,79,670,302,896,79,710,79,622,418,1090,79,783,777,79,256,347,79,715,79,177,143,298,445,17,143,596,2,447,177,421,577,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,30,1,19,1980,6,3692,29,3543,28,7,22,91,6,124,7,18,55,43,12,9,113,2,182,120,17,49,30,1,19,2750,6,7,22,1980,6,641,6,522,7,624,7,9,113,2,182,120,17,176,6,463,7,338,1,60,15,2750,23,85,1,113,2,182,120,17,176,6,429,7,57,1,143,1065,586,53,1,1207,15,188,87,1,528,31,2792,8,13,1226,470,1,106,80,1,180,9,591,118,1,257,183,1,821,6,14,1,819,7,827,1,825,143,1065,586,2048,178,1065,178,1484,1438,178,343,804,178,1306,177,143,41,132,361,182,2,17,4,3029,4287,2244,143,1065,764,2,4585,2,44,31,61,77,1322,347,21,5,1398,413,3,423,186,1191,956,27,2189,2856,31,4251,1226,1346,3,795,10,3378,748,13,2,1140,619,10,582,21,154,290,33,20,65,275,108,33,31,312,12,140,105,114,189,3,693,185,2373,21,333,19,16,8,13,16,3,170,13,1882,427,58,38,497,11,3378,2,507,74,71,3,240,5,625,79,479,610,597,220,116,12,503,814,31,102,31,290,48,1427,2,457,2,10,13,794,66,3,240,372,20,1931,3,166,1518,1483,1346,4283,1679,558,166,32,769,487,86,3,1518,99,3,916,4440,1346,107,3,1004,191,3,4379,121,3,2727,570,77,244,487,528,31,2792,8,13,1226,41,4251,3378,48,1283,2,10,149,426,13,431,1542,2,3726,580,2,10,448,389,3,170,13,1882,427,58,38,497,11,3378,2,507,74,71,3,240,5,625,79,479,610,597,5,3699,1,41,269,11,5,306,2,645,318,2,13,3650,1714,33,8,13,269,2,59,806,20,362,32,249,1881,21,32,2806,4,46,154,98,3,75,27,140,108,11,5,1221,33,98,58,162,1730,1190,3,3699,1533,103,3,90,5,35,5,329,11,1221,33,254,322,5,255,3367,189,125,1679,3,1518,1483,1346,4283,1679,558,1518,31,244,1750,1017,497,442,204,448,998,12,3887,10,1312,1007,1547,12,125,2760,4,119,20,3990,3,340,119,20,225,5,2252,10,810,1254,2,115,13,269,8,221,18,205,3,555,74,866,21,71,625,3,240,5,625,79,64,333,269,19,41,90,204,1077,580,2,117,44,5,884,2,5,389,2,10,5,3569,22,2191,3,240,71,625,8,275,74,316,44,1187,4,10,134,888,21,38,333,2373,1551,457,3801
88,1,30,1,19,2129,6,3895,29,3857,28,7,22,91,6,124,7,18,55,43,12,9,104,2,305,120,17,49,30,1,19,2034,6,3638,7,22,2129,6,641,6,522,7,624,7,9,101,2,283,120,17,176,6,463,7,338,1,60,15,2034,23,85,1,101,2,283,120,17,176,6,429,7,57,1,40,143,557,3171,26,53,1,683,15,188,87,1,3104,1,1307,4074,470,1,106,80,1,180,9,591,118,1,257,183,1,821,6,14,1,819,7,827,1,825,143,3171,2121,3278,4538,1,4119,3309,4783,1237,166,302,4377,166,3626,3339,166,166,166,4728,52,52,2414,52,52,52,52,52,52,52,52,898,666,235,390,25,1953,31,666,1731,86,330,572,1350,557,1,428,1331,375,1,2406,361,283,2,17,1182,64,935,9,143,143,557,3803,557,31,2985,3783,11,182,595,2361,313,1307,4074,22,13,21,2338,814,2,485,1941,1958,3,3038,13,11,1092,8,40,26,2,5,136,371,3619,631,10,185,2096,4348,5,3921,3,143,31,256,2755,4567,435,2,46,1303,2,8,1145,58,3,41,3210,2755,35,435,2,46,1303,2,8,1145,58,4,371,13,809,1469,3,2510,286,347,597,10,3541,1779,27,379,22,5,4639,10,784,1609,3,41,2143,4077,1702,4277,435,2,46,1303,2,8,1145,58,3,41,1182,64,935,9,892,1120,435,2,46,1303,2,8,1145,58,2,371,44,369,3220,13,809,1469,3,317,2,1004,12,269,712,3211,27,1493,8,2272,5,4338,18,1298,1963,35,1679,3,170,2488,2394,21,5,493,692,2,5,169,27,2094,899,102,2719,46,464,2,1769,8,2707,12,162,1679,2,547,230,5,2884,1886,3,1274,11,5,1963,539,13,102,16,2050,2719,35,2,453,872,426,2385,16,401,52,3899,2,1908,41,90,1759,63,2084,1,2418,56,157,2135,704,5,381,3674,8,1581,5,616,3,41,2,292,2135,21,3868,2869,38,326,35,3119,11,3899,2693,2,1171,33,5,616,4087,13,11,5,381,95,8,278,2693,10,33,5,333,1908,27,1596,12,3899,27,10,2,5,381,400,21,3069,35,52,2830,2,1148,1801,2117,31,2540,210,2057,2,2,5,315,35,1958,22,3732,162,712,10,4202,2619,95,12,5,1007,1082,3,41,169,400,44,187,1957,13,1317,1801,11,330,6,16,330,7,10,400,44,82,1501,13,3260,1171,11,330,8,2073,11,3846,21,5,493,692
